labels,sector,type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
ARM_Finacial Intermediation and Business Activities,ARM_Finacial Intermediation and Business Activities,service,TRUE,1000,2609044.492,1883068.91,0.036847058,0,USD,Armenia,ARM
ARM_Public Administration,ARM_Public Administration,service,TRUE,1000,906091.5798,840918.5362,0.070714893,0,USD,Armenia,ARM
"ARM_Education, Health and Other Services","ARM_Education, Health and Other Services",service,TRUE,1000,1434125.648,1323965.281,0.064826539,0,USD,Armenia,ARM
ARM_Private Households,ARM_Private Households,service,TRUE,1000,51606.41935,19312.62266,0.625042784,0,USD,Armenia,ARM
ARM_Others,ARM_Others,service,TRUE,1000,22289.84154,10829.93605,0.443837992,0,USD,Armenia,ARM
ARM_Re-export & Re-import,ARM_Re-export & Re-import,imports,TRUE,1000,27994.36745,3687.817831,0.868022312,0,USD,Armenia,ARM
ABW_Agriculture,ABW_Agriculture,agriculture,TRUE,1000,11821.817,1394.636902,0.786557244,0,USD,Aruba,ABW
ABW_Fishing,ABW_Fishing,agriculture,TRUE,1000,7023.336067,433.582926,0.928468662,0,USD,Aruba,ABW
ABW_Mining and Quarrying,ABW_Mining and Quarrying,mining,TRUE,1000,105641.2492,2136.001561,0.142172762,0,USD,Aruba,ABW
ABW_Food & Beverages,ABW_Food & Beverages,agriculture,TRUE,1000,92304.15941,24626.04712,0.426994795,0,USD,Aruba,ABW
ABW_Textiles and Wearing Apparel,ABW_Textiles and Wearing Apparel,manufacturing,TRUE,1000,25284.31473,4038.466246,0.573153186,0,USD,Aruba,ABW
ABW_Wood and Paper,ABW_Wood and Paper,manufacturing,TRUE,1000,97004.00195,3806.197103,0.218241011,0,USD,Aruba,ABW
"ABW_Petroleum, Chemical and Non-Metallic Mineral Products","ABW_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,734438.8309,65027.10604,0.818792911,0,USD,Aruba,ABW
ABW_Metal Products,ABW_Metal Products,manufacturing,TRUE,1000,39661.45687,3212.735901,0.593187741,0,USD,Aruba,ABW
ABW_Electrical and Machinery,ABW_Electrical and Machinery,utility,TRUE,1000,88769.4657,29646.6721,0.486964698,0,USD,Aruba,ABW
ABW_Transport Equipment,ABW_Transport Equipment,utility,TRUE,1000,54298.53094,14069.89068,0.671534612,0,USD,Aruba,ABW
ABW_Other Manufacturing,ABW_Other Manufacturing,manufacturing,TRUE,1000,46446.83995,6996.19407,0.434564002,0,USD,Aruba,ABW
ABW_Recycling,ABW_Recycling,utility,TRUE,1000,25758.93379,3952.536137,0.698829946,0,USD,Aruba,ABW
"ABW_Electricity, Gas and Water","ABW_Electricity, Gas and Water",utility,TRUE,1000,248551.224,18577.32399,0.056492577,0,USD,Aruba,ABW
ABW_Construction,ABW_Construction,construction,TRUE,1000,374779.3666,220324.1706,0.20102332,0,USD,Aruba,ABW
ABW_Maintenance and Repair,ABW_Maintenance and Repair,construction,TRUE,1000,41810.13227,6247.013285,0.753700387,0,USD,Aruba,ABW
ABW_Wholesale Trade,ABW_Wholesale Trade,trade,TRUE,1000,330554.1142,94128.19475,0.270746137,0,USD,Aruba,ABW
ABW_Retail Trade,ABW_Retail Trade,trade,TRUE,1000,271081.7976,149942.3212,0.248390222,0,USD,Aruba,ABW
ABW_Hotels and Restraurants,ABW_Hotels and Restraurants,service,TRUE,1000,693746.9634,246989.8495,0.224979561,0,USD,Aruba,ABW
ABW_Transport,ABW_Transport,construction,TRUE,1000,338285.9752,66566.10669,0.607209493,0,USD,Aruba,ABW
ABW_Post and Telecommunications,ABW_Post and Telecommunications,service,TRUE,1000,198123.0832,29400.85905,0.412472126,0,USD,Aruba,ABW
ABW_Finacial Intermediation and Business Activities,ABW_Finacial Intermediation and Business Activities,service,TRUE,1000,1066172.155,395629.5909,0.032208684,0,USD,Aruba,ABW
ABW_Public Administration,ABW_Public Administration,service,TRUE,1000,436820.0571,375106.1368,0.136891299,0,USD,Aruba,ABW
"ABW_Education, Health and Other Services","ABW_Education, Health and Other Services",service,TRUE,1000,595040.3768,448096.2198,0.166999782,0,USD,Aruba,ABW
ABW_Private Households,ABW_Private Households,service,TRUE,1000,32026.57937,4993.687538,0.838946773,0,USD,Aruba,ABW
ABW_Others,ABW_Others,service,TRUE,1000,13828.01844,1606.952177,0.772257535,0,USD,Aruba,ABW
ABW_Re-export & Re-import,ABW_Re-export & Re-import,imports,TRUE,1000,22822.3362,2983.085186,0.868598852,0,USD,Aruba,ABW
AUS_Agriculture,AUS_Agriculture,agriculture,TRUE,1000,61172180.05,15075847.36,0.19263361,0,USD,Australia,AUS
AUS_Fishing,AUS_Fishing,agriculture,TRUE,1000,4156478.668,1695091.748,0.165010059,0,USD,Australia,AUS
AUS_Mining and Quarrying,AUS_Mining and Quarrying,mining,TRUE,1000,107322756.2,5636360.188,0.468123175,0,USD,Australia,AUS
AUS_Food & Beverages,AUS_Food & Beverages,agriculture,TRUE,1000,104330592,63109856.57,0.112964023,0,USD,Australia,AUS
AUS_Textiles and Wearing Apparel,AUS_Textiles and Wearing Apparel,manufacturing,TRUE,1000,24801292.93,15528731.81,0.10343142,0,USD,Australia,AUS
AUS_Wood and Paper,AUS_Wood and Paper,manufacturing,TRUE,1000,49795495.43,2666355.885,0.125629792,0,USD,Australia,AUS
"AUS_Petroleum, Chemical and Non-Metallic Mineral Products","AUS_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,117647228.4,22633028.51,0.179798795,0,USD,Australia,AUS
AUS_Metal Products,AUS_Metal Products,manufacturing,TRUE,1000,98916808.3,2866874.293,0.277513073,0,USD,Australia,AUS
AUS_Electrical and Machinery,AUS_Electrical and Machinery,utility,TRUE,1000,84128389.86,32669657.64,0.251301709,0,USD,Australia,AUS
AUS_Transport Equipment,AUS_Transport Equipment,utility,TRUE,1000,58971802.17,31925413.24,0.08682325,0,USD,Australia,AUS
AUS_Other Manufacturing,AUS_Other Manufacturing,manufacturing,TRUE,1000,15322507.1,10568566.71,0.083187285,0,USD,Australia,AUS
AUS_Recycling,AUS_Recycling,utility,TRUE,1000,1329921.576,970800.7047,0.198506436,0,USD,Australia,AUS
"AUS_Electricity, Gas and Water","AUS_Electricity, Gas and Water",utility,TRUE,1000,41211400.32,13087821.19,0.004965192,0,USD,Australia,AUS
AUS_Construction,AUS_Construction,construction,TRUE,1000,214078844.7,210752838,0.014369383,0,USD,Australia,AUS
AUS_Maintenance and Repair,AUS_Maintenance and Repair,construction,TRUE,1000,2837354.601,172434.0174,0.037482352,0,USD,Australia,AUS
AUS_Wholesale Trade,AUS_Wholesale Trade,trade,TRUE,1000,81102870.47,1047712.537,0.031314132,0,USD,Australia,AUS
AUS_Retail Trade,AUS_Retail Trade,trade,TRUE,1000,53038573.15,5689650.565,0.04347601,0,USD,Australia,AUS
AUS_Hotels and Restraurants,AUS_Hotels and Restraurants,service,TRUE,1000,87453232.27,60927169.23,0.035776357,0,USD,Australia,AUS
AUS_Transport,AUS_Transport,construction,TRUE,1000,159728589.5,74460224.01,0.031150043,0,USD,Australia,AUS
AUS_Post and Telecommunications,AUS_Post and Telecommunications,service,TRUE,1000,71923333,17836875.22,0.035484639,0,USD,Australia,AUS
AUS_Finacial Intermediation and Business Activities,AUS_Finacial Intermediation and Business Activities,service,TRUE,1000,771784522,284009486.5,0.028386929,0,USD,Australia,AUS
AUS_Public Administration,AUS_Public Administration,service,TRUE,1000,117859552.7,105134544.5,0.001977193,0,USD,Australia,AUS
"AUS_Education, Health and Other Services","AUS_Education, Health and Other Services",service,TRUE,1000,325058055.7,279790630.8,0.009572127,0,USD,Australia,AUS
AUS_Private Households,AUS_Private Households,service,TRUE,1000,2314673.38,2273185.28,0.015718108,0,USD,Australia,AUS
AUS_Others,AUS_Others,service,TRUE,1000,3763192.393,1030.711609,0.007244234,0,USD,Australia,AUS
AUS_Re-export & Re-import,AUS_Re-export & Re-import,imports,TRUE,1000,431389.3711,298285.5545,0.307349382,0,USD,Australia,AUS
AUT_Agriculture,AUT_Agriculture,agriculture,TRUE,1000,14569059.79,2326332.263,0.080386094,0,USD,Austria,AUT
AUT_Fishing,AUT_Fishing,agriculture,TRUE,1000,43509.36766,13175.89422,0.353158553,0,USD,Austria,AUT
AUT_Mining and Quarrying,AUT_Mining and Quarrying,mining,TRUE,1000,4448056.15,10770.4751,0.225654968,0,USD,Austria,AUT
AUT_Food & Beverages,AUT_Food & Beverages,agriculture,TRUE,1000,28777494.07,15367744.81,0.123302587,0,USD,Austria,AUT
AUT_Textiles and Wearing Apparel,AUT_Textiles and Wearing Apparel,manufacturing,TRUE,1000,11486562.05,5340363.409,0.353272022,0,USD,Austria,AUT
AUT_Wood and Paper,AUT_Wood and Paper,manufacturing,TRUE,1000,38080709.72,2178001.236,0.306759442,0,USD,Austria,AUT
"AUT_Petroleum, Chemical and Non-Metallic Mineral Products","AUT_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,44612753.94,6954626.333,0.495651602,0,USD,Austria,AUT
AUT_Metal Products,AUT_Metal Products,manufacturing,TRUE,1000,39843110.98,2628170.198,0.61152383,0,USD,Austria,AUT
AUT_Electrical and Machinery,AUT_Electrical and Machinery,utility,TRUE,1000,65109459.2,26979874.72,0.475550056,0,USD,Austria,AUT
AUT_Transport Equipment,AUT_Transport Equipment,utility,TRUE,1000,24176046.1,12871711.01,0.428707732,0,USD,Austria,AUT
AUT_Other Manufacturing,AUT_Other Manufacturing,manufacturing,TRUE,1000,9977730.068,7133594.105,0.148900497,0,USD,Austria,AUT
AUT_Recycling,AUT_Recycling,utility,TRUE,1000,782891.8967,88011.70161,0.094376011,0,USD,Austria,AUT
"AUT_Electricity, Gas and Water","AUT_Electricity, Gas and Water",utility,TRUE,1000,23523944.42,4900485.994,0.023041554,0,USD,Austria,AUT
AUT_Construction,AUT_Construction,construction,TRUE,1000,55931110.17,26903418.1,0.012946614,0,USD,Austria,AUT
AUT_Maintenance and Repair,AUT_Maintenance and Repair,construction,TRUE,1000,12978026.01,7447194.71,0.010070036,0,USD,Austria,AUT
AUT_Wholesale Trade,AUT_Wholesale Trade,trade,TRUE,1000,43943867.42,11016582.15,0.031203259,0,USD,Austria,AUT
AUT_Retail Trade,AUT_Retail Trade,trade,TRUE,1000,30176656.82,21177703.18,0.021553393,0,USD,Austria,AUT
AUT_Hotels and Restraurants,AUT_Hotels and Restraurants,service,TRUE,1000,31873454.67,25958770.89,0.035590386,0,USD,Austria,AUT
AUT_Transport,AUT_Transport,construction,TRUE,1000,52763303.33,27885910.4,0.086204365,0,USD,Austria,AUT
AUT_Post and Telecommunications,AUT_Post and Telecommunications,service,TRUE,1000,19608057.64,3695437.371,0.070213494,0,USD,Austria,AUT
AUT_Finacial Intermediation and Business Activities,AUT_Finacial Intermediation and Business Activities,service,TRUE,1000,174199295.1,45785765.14,0.038340347,0,USD,Austria,AUT
AUT_Public Administration,AUT_Public Administration,service,TRUE,1000,32502102.9,31185412.5,0.01183892,0,USD,Austria,AUT
"AUT_Education, Health and Other Services","AUT_Education, Health and Other Services",service,TRUE,1000,84797914.01,68227118.49,0.013997977,0,USD,Austria,AUT
AUT_Private Households,AUT_Private Households,service,TRUE,1000,731130.6892,689541.0354,0.056614088,0,USD,Austria,AUT
AUT_Others,AUT_Others,service,TRUE,1000,2884500.187,2006413.174,0.004071966,0,USD,Austria,AUT
AUT_Re-export & Re-import,AUT_Re-export & Re-import,imports,TRUE,1000,14418141.95,3373678.787,0.766004517,0,USD,Austria,AUT
AZE_Agriculture,AZE_Agriculture,agriculture,TRUE,1000,4654084.674,829089.1814,0.180272965,0,USD,Azerbaijan,AZE
AZE_Fishing,AZE_Fishing,agriculture,TRUE,1000,86535.10581,15571.44182,0.061515661,0,USD,Azerbaijan,AZE
AZE_Mining and Quarrying,AZE_Mining and Quarrying,mining,TRUE,1000,8653766.479,167098.2532,0.91685879,0,USD,Azerbaijan,AZE
AZE_Food & Beverages,AZE_Food & Beverages,agriculture,TRUE,1000,2337336.864,1384281.673,0.106684728,0,USD,Azerbaijan,AZE
AZE_Textiles and Wearing Apparel,AZE_Textiles and Wearing Apparel,manufacturing,TRUE,1000,477347.6537,256907.7987,0.180173028,0,USD,Azerbaijan,AZE
AZE_Wood and Paper,AZE_Wood and Paper,manufacturing,TRUE,1000,1282472.546,70208.13113,0.023843398,0,USD,Azerbaijan,AZE
"AZE_Petroleum, Chemical and Non-Metallic Mineral Products","AZE_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,4130984.003,906174.5665,0.202906822,0,USD,Azerbaijan,AZE
AZE_Metal Products,AZE_Metal Products,manufacturing,TRUE,1000,1483698.3,17900.80089,0.22042022,0,USD,Azerbaijan,AZE
AZE_Electrical and Machinery,AZE_Electrical and Machinery,utility,TRUE,1000,3527595.862,1355125.856,0.09049682,0,USD,Azerbaijan,AZE
AZE_Transport Equipment,AZE_Transport Equipment,utility,TRUE,1000,1467934.667,822754.9061,0.048841348,0,USD,Azerbaijan,AZE
AZE_Other Manufacturing,AZE_Other Manufacturing,manufacturing,TRUE,1000,563461.6825,172082.2852,0.05460844,0,USD,Azerbaijan,AZE
AZE_Recycling,AZE_Recycling,utility,TRUE,1000,86704.3024,25644.6645,0.384579553,0,USD,Azerbaijan,AZE
"AZE_Electricity, Gas and Water","AZE_Electricity, Gas and Water",utility,TRUE,1000,6861951.48,4618044.271,0.043173035,0,USD,Azerbaijan,AZE
AZE_Construction,AZE_Construction,construction,TRUE,1000,8565483.737,6498568.322,0.041800854,0,USD,Azerbaijan,AZE
AZE_Maintenance and Repair,AZE_Maintenance and Repair,construction,TRUE,1000,166340.4947,75473.91095,0.312966838,0,USD,Azerbaijan,AZE
AZE_Wholesale Trade,AZE_Wholesale Trade,trade,TRUE,1000,3974898.688,1542967.242,0.100155494,0,USD,Azerbaijan,AZE
AZE_Retail Trade,AZE_Retail Trade,trade,TRUE,1000,3463281.87,2500993.464,0.113759266,0,USD,Azerbaijan,AZE
AZE_Hotels and Restraurants,AZE_Hotels and Restraurants,service,TRUE,1000,2456987.526,1777433.747,0.106492659,0,USD,Azerbaijan,AZE
AZE_Transport,AZE_Transport,construction,TRUE,1000,3616070.697,860838.2482,0.210571535,0,USD,Azerbaijan,AZE
AZE_Post and Telecommunications,AZE_Post and Telecommunications,service,TRUE,1000,3031211.823,1010721.178,0.081865221,0,USD,Azerbaijan,AZE
AZE_Finacial Intermediation and Business Activities,AZE_Finacial Intermediation and Business Activities,service,TRUE,1000,11930493.14,1950106.873,0.000171557,0,USD,Azerbaijan,AZE
AZE_Public Administration,AZE_Public Administration,service,TRUE,1000,3783862.779,3697215.658,0.010072219,0,USD,Azerbaijan,AZE
"AZE_Education, Health and Other Services","AZE_Education, Health and Other Services",service,TRUE,1000,4738211.879,3888631.686,0.028267242,0,USD,Azerbaijan,AZE
AZE_Private Households,AZE_Private Households,service,TRUE,1000,83638.49106,50995.94983,0.362731928,0,USD,Azerbaijan,AZE
AZE_Others,AZE_Others,service,TRUE,1000,215961.8939,42643.76022,0.01301019,0,USD,Azerbaijan,AZE
AZE_Re-export & Re-import,AZE_Re-export & Re-import,imports,TRUE,1000,44766.56263,4551.878255,0.898142028,0,USD,Azerbaijan,AZE
BHS_Agriculture,BHS_Agriculture,agriculture,TRUE,1000,225292.8853,29910.60676,0.164693611,0,USD,Bahamas,BHS
BHS_Fishing,BHS_Fishing,agriculture,TRUE,1000,64252.86503,3825.639361,0.616087454,0,USD,Bahamas,BHS
BHS_Mining and Quarrying,BHS_Mining and Quarrying,mining,TRUE,1000,223870.5754,9172.953403,0.564364654,0,USD,Bahamas,BHS
BHS_Food & Beverages,BHS_Food & Beverages,agriculture,TRUE,1000,1108271.222,526826.3865,0.510100705,0,USD,Bahamas,BHS
BHS_Textiles and Wearing Apparel,BHS_Textiles and Wearing Apparel,manufacturing,TRUE,1000,71887.87003,37563.35873,0.347302845,0,USD,Bahamas,BHS
BHS_Wood and Paper,BHS_Wood and Paper,manufacturing,TRUE,1000,162507.7397,21613.18556,0.163108404,0,USD,Bahamas,BHS
"BHS_Petroleum, Chemical and Non-Metallic Mineral Products","BHS_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,710197.4406,173393.8277,0.518645529,0,USD,Bahamas,BHS
BHS_Metal Products,BHS_Metal Products,manufacturing,TRUE,1000,169449.3283,17379.04306,0.201009409,0,USD,Bahamas,BHS
BHS_Electrical and Machinery,BHS_Electrical and Machinery,utility,TRUE,1000,524250.7525,358393.7089,0.130462492,0,USD,Bahamas,BHS
BHS_Transport Equipment,BHS_Transport Equipment,utility,TRUE,1000,257562.7343,197529.8788,0.163988596,0,USD,Bahamas,BHS
BHS_Other Manufacturing,BHS_Other Manufacturing,manufacturing,TRUE,1000,115282.3139,58977.10695,0.328200565,0,USD,Bahamas,BHS
BHS_Recycling,BHS_Recycling,utility,TRUE,1000,45736.53176,17133.0996,0.607553326,0,USD,Bahamas,BHS
"BHS_Electricity, Gas and Water","BHS_Electricity, Gas and Water",utility,TRUE,1000,780025.9092,229350.2674,0.03268037,0,USD,Bahamas,BHS
BHS_Construction,BHS_Construction,construction,TRUE,1000,1355892.614,1142744.99,0.08802816,0,USD,Bahamas,BHS
BHS_Maintenance and Repair,BHS_Maintenance and Repair,construction,TRUE,1000,84301.67743,27695.11832,0.579809941,0,USD,Bahamas,BHS
BHS_Wholesale Trade,BHS_Wholesale Trade,trade,TRUE,1000,1812582.121,770003.6701,0.101117794,0,USD,Bahamas,BHS
BHS_Retail Trade,BHS_Retail Trade,trade,TRUE,1000,1240583.843,1047633.772,0.112230511,0,USD,Bahamas,BHS
BHS_Hotels and Restraurants,BHS_Hotels and Restraurants,service,TRUE,1000,997967.0433,664822.7528,0.162305041,0,USD,Bahamas,BHS
BHS_Transport,BHS_Transport,construction,TRUE,1000,877541.4977,287188.9606,0.385870589,0,USD,Bahamas,BHS
BHS_Post and Telecommunications,BHS_Post and Telecommunications,service,TRUE,1000,775836.9496,369498.3507,0.227474267,0,USD,Bahamas,BHS
BHS_Finacial Intermediation and Business Activities,BHS_Finacial Intermediation and Business Activities,service,TRUE,1000,4530535.686,2356924.942,0.02775255,0,USD,Bahamas,BHS
BHS_Public Administration,BHS_Public Administration,service,TRUE,1000,1355067.549,1253514.114,0.071057219,0,USD,Bahamas,BHS
"BHS_Education, Health and Other Services","BHS_Education, Health and Other Services",service,TRUE,1000,1962094.374,1637163.662,0.125100846,0,USD,Bahamas,BHS
BHS_Private Households,BHS_Private Households,service,TRUE,1000,48882.30998,17335.47075,0.640343508,0,USD,Bahamas,BHS
BHS_Others,BHS_Others,service,TRUE,1000,58751.24457,21624.02613,0.294231253,0,USD,Bahamas,BHS
BHS_Re-export & Re-import,BHS_Re-export & Re-import,imports,TRUE,1000,29142.14843,4042.11736,0.86114044,0,USD,Bahamas,BHS
BHR_Agriculture,BHR_Agriculture,agriculture,TRUE,1000,317827.1052,91011.76227,0.258738521,0,USD,Bahrain,BHR
BHR_Fishing,BHR_Fishing,agriculture,TRUE,1000,59620.20495,8683.587426,0.79084793,0,USD,Bahrain,BHR
BHR_Mining and Quarrying,BHR_Mining and Quarrying,mining,TRUE,1000,2806881.097,113340.8935,0.633967934,0,USD,Bahrain,BHR
BHR_Food & Beverages,BHR_Food & Beverages,agriculture,TRUE,1000,2379753.917,1017074.777,0.207230482,0,USD,Bahrain,BHR
BHR_Textiles and Wearing Apparel,BHR_Textiles and Wearing Apparel,manufacturing,TRUE,1000,1166758.131,476425.5729,0.38419298,0,USD,Bahrain,BHR
BHR_Wood and Paper,BHR_Wood and Paper,manufacturing,TRUE,1000,1867641.508,94512.51389,0.326785519,0,USD,Bahrain,BHR
"BHR_Petroleum, Chemical and Non-Metallic Mineral Products","BHR_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,8678976.713,1410979.727,0.565959024,0,USD,Bahrain,BHR
BHR_Metal Products,BHR_Metal Products,manufacturing,TRUE,1000,5860500.411,169492.0589,0.794594672,0,USD,Bahrain,BHR
BHR_Electrical and Machinery,BHR_Electrical and Machinery,utility,TRUE,1000,4931420.331,1594013.613,0.098153534,0,USD,Bahrain,BHR
BHR_Transport Equipment,BHR_Transport Equipment,utility,TRUE,1000,2073082.02,858676.177,0.056548876,0,USD,Bahrain,BHR
BHR_Other Manufacturing,BHR_Other Manufacturing,manufacturing,TRUE,1000,623334.8937,288992.3948,0.22047831,0,USD,Bahrain,BHR
BHR_Recycling,BHR_Recycling,utility,TRUE,1000,243220.6777,74507.36418,0.495238618,0,USD,Bahrain,BHR
"BHR_Electricity, Gas and Water","BHR_Electricity, Gas and Water",utility,TRUE,1000,3277247.83,634422.8191,0.011672678,0,USD,Bahrain,BHR
BHR_Construction,BHR_Construction,construction,TRUE,1000,6028774.949,3226633.108,0.024947878,0,USD,Bahrain,BHR
BHR_Maintenance and Repair,BHR_Maintenance and Repair,construction,TRUE,1000,156545.9091,45514.57834,0.566930544,0,USD,Bahrain,BHR
BHR_Wholesale Trade,BHR_Wholesale Trade,trade,TRUE,1000,2474126.903,708468.3075,0.162939734,0,USD,Bahrain,BHR
BHR_Retail Trade,BHR_Retail Trade,trade,TRUE,1000,1659583.796,1241344.18,0.110177252,0,USD,Bahrain,BHR
BHR_Hotels and Restraurants,BHR_Hotels and Restraurants,service,TRUE,1000,1769617.57,1298850.455,0.174039542,0,USD,Bahrain,BHR
BHR_Transport,BHR_Transport,construction,TRUE,1000,3913308.387,1341987.636,0.472917708,0,USD,Bahrain,BHR
BHR_Post and Telecommunications,BHR_Post and Telecommunications,service,TRUE,1000,2008650.481,548089.2329,0.275954159,0,USD,Bahrain,BHR
BHR_Finacial Intermediation and Business Activities,BHR_Finacial Intermediation and Business Activities,service,TRUE,1000,10975398.15,4104771.608,0.003272695,0,USD,Bahrain,BHR
